Accepted Symbol,Scientific Name,Common Name
HYCO2,Hymenoxys cooperi (A. Gray) Cockerell,Cooper's rubberweed
HYCOC,Hymenoxys cooperi (A. Gray) Cockerell var. canescens (D.C. Eaton) K.F. Parker,Cooper's rubberweed
HYCOC2,Hymenoxys cooperi (A. Gray) Cockerell var. cooperi ,Cooper's rubberweed
HYLA7,"Hymenoxys lapidicola S.L. Welsh & Neese, nom. inq.",stone rubberweed
HYLE,Hymenoxys lemmonii (Greene) Cockerell,Lemmon's rubberweed
HYSU,Hymenoxys subintegra Cockerell,Arizona rubberweed
IBGI,Iberis gibraltarica L.,Gibraltar candytuft
IPAR2,Ipomopsis arizonica (Greene) Wherry,Arizona ipomopsis
IPCOP,Ipomopsis congesta (Hook.) V.E. Grant ssp. palmifrons (Brand) Day,ballhead ipomopsis
IPSPT,Ipomopsis spicata (Nutt.) V.E. Grant ssp. tridactyla (Rydb.) Wilken & R.L. Hartm.,spiked ipomopsis
IPTEL2,Ipomopsis tenuituba (Rydb.) V.E. Grant ssp. latiloba V.E. Grant & Wilken,slendertube skyrocket
ISAC2,Isocoma acradenia (Greene) Greene,alkali goldenbush
ISACE2,Isocoma acradenia (Greene) Greene var. eremophila (Greene) G.L. Nesom,alkali goldenbush
ISHU,Isocoma humilis G.L. Nesom,Zion goldenbush
IVAR2,Ivesia arizonica (Eastw. ex J.T. Howell) Ertter,rock whitefeather
IVARA,Ivesia arizonica (Eastw. ex J.T. Howell) Ertter var. arizonica ,Arizona whitefeather
IVBA,Ivesia baileyi S. Watson,Bailey's ivesia
IVBAS,Ivesia baileyi S. Watson var. setosa ,Bailey's ivesia
IVKI,Ivesia kingii S. Watson,King's mousetail
IVSA,Ivesia sabulosa (M.E. Jones) D.D. Keck,Intermountain mousetail
IVSH,Ivesia shockleyi S. Watson,sky mousetail
IVSHO,Ivesia shockleyi S. Watson var. ostleri Ertter,Ostler's mousetail
IVUT,Ivesia utahensis S. Watson,Utah mousetail
JAAMM,Jamesia americana Torr. & A. Gray var. macrocalyx (Small) Engl.,fivepetal cliffbush
JAAMZ,Jamesia americana Torr. & A. Gray var. zionis N.H. Holmgren & P.K. Holmgren,Zion cliffbush
JATE2,Jamesia tetrapetala N.H. Holmgren & P.K. Holmgren,fourpetal cliffbush
JOPU,Johanneshowellia puberula (S. Watson) Reveal,Red Creek buckwheat
JUHE,Juncus hemiendytus F.J. Herm.,Herman's dwarf rush
JUHEH,Juncus hemiendytus F.J. Herm. var. hemiendytus ,Herman's dwarf rush
JUMA3,Juncus macrophyllus Coville,longleaf rush
LAAN2,Laburnum anagyroides Medik.,golden chain tree
LASE3,Langloisia setosissima (Torr. & A. Gray ex Torr.) Greene,Great Basin langloisia
LASES,Langloisia setosissima (Torr. & A. Gray ex Torr.) Greene ssp. setosissima ,Great Basin langloisia
LABRB,Lathyrus brachycalyx Rydb. ssp. brachycalyx ,Bonneville pea
LATI,Lathyrus tingitanus L.,Tangier pea
LAGL5,Layia glandulosa (Hook.) Hook. & Arn.,whitedaisy tidytips
LAPL,Layia platyglossa (Fisch. & C.A. Mey.) A. Gray,coastal tidytips
LEALJ,Lepidium alyssoides A. Gray var. junceum Rollins,mesa pepperwort
LEBA,Lepidium barnebyanum Reveal,Barneby's pepperweed
LEDI2,Lepidium dictyotum A. Gray,alkali pepperweed
LEDID,Lepidium dictyotum A. Gray var. dictyotum ,alkali pepperweed
LEFR2,Lepidium fremontii S. Watson,desert pepperweed
LEFRF,Lepidium fremontii S. Watson var. fremontii ,desert pepperweed
LEHU8,Lepidium huberi S.L. Welsh & Goodrich,Huber's pepperweed
LEMOA,Lepidium montanum Nutt. var. alpinum S. Watson,alpine pepperweed
LEMOC,Lepidium montanum Nutt. var. canescens (Thell.) C.L. Hitchc.,mountain pepperweed
LEMOC4,Lepidium montanum Nutt. var. cinereum (C.L. Hitchc.) Rollins,mountain pepperweed
LEMOC5,Lepidium montanum Nutt. var. claronense S.L. Welsh,mountain pepperweed
LEMON,Lepidium montanum Nutt. var. neeseae S.L. Welsh & Reveal,Elizabeth's pepperweed
LENA2,Lepidium nanum S. Watson,dwarf pepperweed
LEOS,Lepidium ostleri S.L. Welsh & Goodrich,Ostler's pepperweed
LELA4,Lepidospartum latisquamum S. Watson,Nevada broomsage
LEAU16,Leptosiphon aureus (Nutt.) J.M. Porter & L.A. Johnson,golden linanthus
LEAUA3,Leptosiphon aureus (Nutt.) J.M. Porter & L.A. Johnson ssp. aureus ,golden linanthus
LEHA11,Leptosiphon harknessii (Curran) J.M. Porter & L.A. Johnson,Harkness' flaxflower
LEAR4,Lesquerella arizonica S. Watson,Arizona bladderpod
LEGA2,Lesquerella garrettii Payson,Garrett's bladderpod
LEGO3,Lesquerella goodrichii Rollins,Tunnel Springs Mountain bladderpod
LEHE3,Lesquerella hemiphysaria Maguire,Intermountain bladderpod
LEHEH,Lesquerella hemiphysaria Maguire var. hemiphysaria ,Intermountain bladderpod
LEHEL,Lesquerella hemiphysaria Maguire var. lucens S.L. Welsh & Reveal,Intermountain bladderpod
LEHI3,Lesquerella hitchcockii Munz,Hitchcock's bladderpod
LEIN3,Lesquerella intermedia (S. Watson) A. Heller,mid bladderpod
LEKI,Lesquerella kingii S. Watson,King bladderpod
LEKIL,Lesquerella kingii S. Watson ssp. latifolia (A. Nelson) Rollins & Shaw,King bladderpod
LEOC,Lesquerella occidentalis S. Watson,western bladderpod
LEOCC2,Lesquerella occidentalis S. Watson ssp. cinerascens (Maguire & A.H. Holmgren) Rollins & Shaw,western bladderpod
LERU4,Lesquerella rubicundula Rollins,tum bladderpod
LETE3,Lesquerella tenella A. Nelson,Moapa bladderpod
LEUT,Lesquerella utahensis Rydb.,Utah bladderpod
LEWA2,Lesquerella wardii S. Watson,Ward's bladderpod
LEBR,Lewisia brachycalyx Engelm. ex A. Gray,shortsepal lewisia
LEREM,Lewisia rediviva Pursh var. minor (Rydb.) Munz,bitter root
LESAS2,Leymus salinus (M.E. Jones) Á. Löve ssp. salmonis (C.L. Hitchc.) Atkins,Salmon wildrye
LIPOB,Ligusticum porteri J.M. Coult. & Rose var. brevilobum (Rydb.) Mathias & Constance,Porter's licorice-root
LIBU,Lilium bulbiferum L.,orange lily
LIAR2,Linanthus arenicola (M.E. Jones) Jeps. & V. Bailey,sanddune linanthus
LIDE2,Linanthus demissus (A. Gray) Greene,desertsnow
LIDI2,Linanthus dichotomus Benth.,eveningsnow
LIFI3,Linanthus filiformis (Parry ex A. Gray) J.M. Porter & L.A. Johnson,yellow gilia
LILEA,Linum lewisii Pursh var. alpicola Jeps.,prairie flax
LISU5,Linum subteres (Trel.) Winkl.,sprucemont flax
LODE8,Loeseliastrum depressum (M.E. Jones ex A. Gray) J.M. Porter,depressed ipomopsis
LOFOF,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. fimbriatum W.L. Theobald,desert biscuitroot
LOGRA,Lomatium graveolens (S. Watson) Dorn & R.L. Hartm. var. alpinum ,alpine biscuitroot
LOGRD,Lomatium grayi (J.M. Coult. & Rose) J.M. Coult. & Rose var. depauperatum (M.E. Jones) Mathias,Gray's biscuitroot
LOJU3,Lomatium junceum Barneby & N.H. Holmgren,rush biscuitroot
LOMI2,Lomatium minimum (Mathias) Mathias,little desertparsley
LONE,Lomatium nevadense (S. Watson) J.M. Coult. & Rose,Nevada biscuitroot
LONEN,Lomatium nevadense (S. Watson) J.M. Coult. & Rose var. nevadense ,Nevada biscuitroot
LONEP,Lomatium nevadense (S. Watson) J.M. Coult. & Rose var. parishii (J.M. Coult. & Rose) Jeps.,Parish's biscuitroot
LONU2,Lomatium nudicaule (Pursh) J.M. Coult. & Rose,barestem biscuitroot
LOPA,Lomatium parryi (S. Watson) J.F. Macbr.,Utah desertparsley
LORA,Lomatium ravenii Mathias & Constance,Lassen parsley
LOSC3,Lomatium scabrum (J.M. Coult. & Rose) Mathias,rough desertparsley
LOSCS,Lomatium scabrum (J.M. Coult. & Rose) Mathias var. scabrum ,rough desertparsley
LOSCT,Lomatium scabrum (J.M. Coult. & Rose) Mathias var. tripinnatum Goodrich,rough desertparsley
LODE,Lotus denticulatus (E. Drew) Greene,riverbar bird's-foot trefoil
LORI3,Lotus rigidus (Benth.) Greene,shrubby deervetch
LOUT3,Lotus utahensis Ottley,Utah bird's-foot trefoil
LUARC,Lupinus arbustus Douglas ex Lindl. ssp. calcaratus (Kellogg) D. Dunn,longspur lupine
LUBA,Lupinus barbiger S. Watson,bearded lupine
LUCAC,Lupinus caudatus Kellogg ssp. cutleri (Eastw.) Hess & D. Dunn,Cutler's spurred lupine
LUFL,Lupinus flavoculatus A. Heller,yelloweyes
LUJO2,Lupinus jonesii Rydb.,Jones' lupine
LULA4,Lupinus latifolius Lindl. ex J. Agardh,broadleaf lupine
LULAL,Lupinus latifolius Lindl. ex J. Agardh ssp. leucanthus (Rydb.) Kenney & D. Dunn,broadleaf lupine
LUMA3,Lupinus maculatus Rydb.,spotted lupine
LUPA3,Lupinus palmeri S. Watson,bluebonnet lupine
LUSEH,Lupinus sericeus Pursh ssp. huffmanii (C.P. Sm.) Fleak & D. Dunn,silky lupine
LUSEM3,Lupinus sericeus Pursh ssp. marianus (Rydb.) Fleak & D. Dunn,silky lupine
LUSP2,Lupinus sparsiflorus Benth.,Coulter's lupine
LUSPM,Lupinus sparsiflorus Benth. ssp. mohavensis Dziekanowski & D. Dunn,Coulter's lupine
LUVO2,Lupinus volutans Greene,pinyon lupine
LYAN,Lycium andersonii A. Gray,water jacket
LYANA4,Lycium andersonii A. Gray var. andersonii ,water jacket
LYCO2,Lycium cooperi A. Gray,peach thorn
LYDI4,Lygodesmia dianthopsis (Eaton ex King) S. Tomb,Antelope Island skeletonplant
LYEN,Lygodesmia entrada S.L. Welsh & Goodrich,rushpink skeletonplant
LYTR2,Lythrum tribracteatum Salzm. ex Spreng.,threebract loosestrife
MAAS2,Machaeranthera asteroides (Torr.) Greene,fall tansyaster
MAASA2,Machaeranthera asteroides (Torr.) Greene var. asteroides ,fall tansyaster
MAASG,Machaeranthera asteroides (Torr.) Greene var. glandulosa B.L. Turner,fall tansyaster
MACAL,Machaeranthera canescens (Pursh) A. Gray ssp. canescens var. leucanthemifolia (Greene) S.L. Welsh,whiteflower tansyaster
MAGRD,Machaeranthera grindelioides (Nutt.) Shinners var. depressa (Maguire) Cronquist & D.D. Keck,rayless tansyaster
MAPIG2,Machaeranthera pinnatifida (Hook.) Shinners ssp. gooddingii (A. Nelson) B.L. Turner & R.L. Hartm. var. gooddingii ,Goodding's tansyaster
MACO3,Malacothrix coulteri Harv. & A. Gray,snake's head
MAGL3,Malacothrix glabrata (A. Gray ex D.C. Eaton) A. Gray,smooth desertdandelion
MAST2,Malacothrix stebbinsii W.S. Davis & P.H. Raven,Stebbins' desertdandelion
MASY2,Malus sylvestris (L.) Mill.,European crab apple
MATE4,Mammillaria tetrancistra Engelm.,common fishhook cactus
MEST,Melica stricta Bol.,rock melicgrass
MESTS,Melica stricta Bol. var. stricta ,rock melicgrass
MESP2,Menodora spinescens A. Gray,spiny menodora
MEGO,Mentzelia goodrichii Thorne & S.L. Welsh,Goodrich's blazingstar
MEJO,Mentzelia jonesii (Urb. & Gilg) H.J. Thomp. & Roberts,Jones' blazingstar
MEMUF,Mentzelia multicaulis (Osterh.) A. Nelson ex J. Darl. var. flumensevera N.H. Holmgren & P.K. Holmgren,Sevier Canyon stickleaf
MEMUL,Mentzelia multicaulis (Osterh.) A. Nelson ex J. Darl. var. librina Thorne & F.G. Sm.,manystem blazingstar
MEMUI,Mentzelia multiflora (Nutt.) A. Gray var. integra M.E. Jones,Adonis blazingstar
MEMUL2,Mentzelia multiflora (Nutt.) A. Gray var. longiloba (J. Darl.) Kartesz,Adonis blazingstar
MENI2,Mentzelia nitens Greene,shining blazingstar
MENIN,Mentzelia nitens Greene var. nitens ,shining blazingstar
MEOB3,Mentzelia obscura H.J. Thomp. & Roberts,Pacific blazingstar
MEOR3,Mentzelia oreophila J. Darl.,Argus blazingstar
MEPO2,Mentzelia polita A. Nelson,polished blazingstar
MEPUL,Mentzelia pumila Nutt. ex Torr. & A. Gray var. lagarosa Thorne,dwarf mentzelia
MESH,Mentzelia shultziorum Prigge,Shultz's blazingstar
METR2,Mentzelia tricuspis A. Gray,spinyhair blazingstar
MIPI5,Mimetanthe pilosa (Benth.) Greene,false monkeyflower
MIBI6,Mimulus bigelovii (A. Gray) A. Gray,Bigelow's monkeyflower
MIBIB2,Mimulus bigelovii (A. Gray) A. Gray var. bigelovii ,Bigelow's monkeyflower
MICA3,Mimulus cardinalis Douglas ex Benth.,scarlet monkeyflower
MIPA4,Mimulus parryi A. Gray,annual redspot monkeyflower
MIPU7,Minuartia pusilla (S. Watson) Mattf.,annual sandwort
MIPUP,Minuartia pusilla (S. Watson) Mattf. var. pusilla ,annual sandwort
MILA6,Mirabilis laevis (Benth.) Curran,desert wishbone-bush
MILAR,Mirabilis laevis (Benth.) Curran var. retrorsa (A. Heller) Jeps.,wishbone-bush
MIMUP,Mirabilis multiflora (Torr.) A. Gray var. pubescens S. Watson,Colorado four o'clock
MIPU6,Mirabilis pumila (Standl.) Standl.,dwarf four o'clock
MOBR,Mohavea breviflora Coville,golden desert-snapdragon
MOBE,Monoptilon bellidiforme Torr. & A. Gray ex A. Gray,daisy desertstar
MOUT,Mortonia utahensis (Coville ex A. Gray) A. Nelson,Utah mortonia
MUAR4,Muhlenbergia arsenei Hitchc.,Navajo muhly
MUCU,Muhlenbergia curtifolia Scribn.,Utah muhly
MUMI,Muhlenbergia microsperma (DC.) Trin.,littleseed muhly
MULI2,Musineon lineare (Rydb.) Mathias,narrowleaf wildparsley
NADE,Nama demissum A. Gray,purplemat
NADED,Nama demissum A. Gray var. demissum ,purplemat
NALO,Nama lobbii A. Gray,Lobb's fiddleleaf
NACA6,Navarretia capillaris (Kellogg) Kuntze,miniature gilia
NEGL,Nemacladus glanduliferus Jeps.,glandular threadplant
NEGLO,Nemacladus glanduliferus Jeps. var. orientalis McVaugh,glandular threadplant
NERU,Nemacladus rubescens Greene,desert threadplant
NERUR,Nemacladus rubescens Greene var. rubescens ,desert threadplant
NEMA,Nemophila maculata Benth. ex Lindl.,fivespot
NEPA,Nemophila parviflora Douglas ex Benth.,smallflower nemophila
NEPAA,Nemophila parviflora Douglas ex Benth. var. austiniae (Eastw.) Brand,smallflower nemophila
NEFI,Neogaerrhinum filipes (A. Gray) Rothm.,yellow twining snapdragon
NIOBP,Nicotiana obtusifolia M. Martens & Galeotti var. palmeri (A. Gray) Kartesz,desert tobacco
NIOC2,Nitrophila occidentalis (Moq.) S. Watson,boraxweed
NOMI,Nolina microcarpa S. Watson,sacahuista
OECAC3,Oenothera caespitosa Nutt. ssp. crinita (Rydb.) Munz,tufted evening primrose
OECA2,Oenothera californica (S. Watson) S. Watson,California evening primrose
OECAA2,Oenothera californica (S. Watson) S. Watson ssp. avita W. Klein,California evening primrose
OECA5,Oenothera cavernae Munz,cavedwelling evening primrose
OEDEA,Oenothera deltoides Torr. & Frém. ssp. ambigua (S. Watson) W. Klein,birdcage evening primrose
OEMU5,Oenothera murdockii S.L. Welsh & N.D. Atwood,Murdock's evening primrose
OEPRB,Oenothera primiveris A. Gray ssp. bufonis (M.E. Jones) Munz,desert evening primrose
OLDO,Olsynium douglasii (A. Dietr.) E.P. Bicknell,Douglas' grasswidow
OLDOI,Olsynium douglasii (A. Dietr.) E.P. Bicknell var. inflatum (Suksd.) Cholewa & Douglass M. Hend.,inflated grasswidow
OPAU2,Opuntia aurea E.M. Baxter,golden pricklypear
OPBA2,Opuntia basilaris Engelm. & J.M. Bigelow,beavertail pricklypear
OPBAB2,Opuntia basilaris Engelm. & J.M. Bigelow var. basilaris ,beavertail pricklypear
OPCH,Opuntia chlorotica Engelm. & J.M. Bigelow,dollarjoint pricklypear
OPMA3,Opuntia martiniana (L.D. Benson) Parfitt,seashore cactus
OPPI3,Opuntia pinkavae Parfitt,Pinkava's pricklypear
OPPON,Opuntia polyacantha Haw. var. nicholii (L.D. Benson) Parfitt,Navajo Bridge pricklypear
ORTR,Oreoxis trotteri S.L. Welsh & Goodrich,Trotter's alpineparsley
ORTOH,Orthocarpus tolmiei Hook. & Arn. ssp. holmgreniorum T.I. Chuang & Heckard,Noel's owl's-clover
OXPE2,Oxytheca perfoliata Torr. & A. Gray,roundleaf oxytheca
OXBOA,Oxytropis borealis DC. var. australis S.L. Welsh,boreal locoweed
OXOR2,Oxytropis oreophila A. Gray,mountain oxytrope
OXORJ2,Oxytropis oreophila A. Gray var. jonesii (Barneby) Barneby,Jone's oxytrope
OXORJ,Oxytropis oreophila A. Gray var. juniperina S.L. Welsh,mountain oxytrope
OXORO,Oxytropis oreophila A. Gray var. oreophila ,mountain oxytrope
PACA35,Packera castoreus (S.L. Welsh) Kartesz,Beaver Mountain ragwort
PAMA36,Packera malmstenii (S.F. Blake ex Tidestr.) Kartesz,Podunk ragwort
PAAR8,Palafoxia arida B.L. Turner & Morris,desert palafox
PAARA2,Palafoxia arida B.L. Turner & Morris var. arida ,desert palafox
PAGL4,Papaver glaucum Boiss. & Hausskn.,tulip poppy
PEPAP3,Pectis papposa Harv. & A. Gray var. papposa ,manybristle chinchweed
PERE,Pectocarya recurvata I.M. Johnst.,curvenut combseed
PESE,Pectocarya setosa A. Gray,moth combseed
PEDE17,Pediocactus despainii S.L. Welsh & Goodrich,Despain's pincushion cactus
PESI4,Pediocactus sileri (Engelm. ex J.M. Coult.) L.D. Benson,Siler pincushion cactus
PEWI2,Pediocactus winkleri K.D. Heil,Winkler's pincushion cactus
PEMEE,Pediomelum megalanthum (Wooton & Standl.) Rydb. var. epipsilum (Barneby) J. Grimes,Intermountain Indian breadroot
PEMER,Pediomelum megalanthum (Wooton & Standl.) Rydb. var. retrorsum (Rydb.) J. Grimes,Intermountain Indian breadroot
PEME8,Pediomelum mephiticum (S. Watson) Rydb.,skunktop
PEPA41,Pediomelum pariense (S.L. Welsh & N.D. Atwood) J. Grimes,Paria River Indian breadroot
PEJO2,Penstemon ×jonesii Pennell (pro sp.) [eatonii × laevis],beardtongue
PEAB,Penstemon abietinus Pennell,firleaf beardtongue
PEAM5,Penstemon ammophilus N.H. Holmgren & L.M. Shultz,sandloving penstemon
PEAND,Penstemon angustifolius Nutt. ex Pursh var. dulcis Neese,broadbeard beardtongue
PEAT4,Penstemon atwoodii S.L. Welsh,Kaiparowits beardtongue
PEBR8,Penstemon bracteatus D.D. Keck,Red Canyon beardtongue
PECAD2,Penstemon caespitosus Nutt. ex A. Gray var. desertipicti (A. Nelson) N.H. Holmgren,mat penstemon
PECA9,Penstemon carnosus Pennell,fleshy beardtongue
PECO10,Penstemon compactus (D.D. Keck) Crosswh.,compact penstemon
PECO15,Penstemon concinnus D.D. Keck,Tunnel Springs beardtongue
PECO7,Penstemon confusus M.E. Jones,Owens Valley beardtongue
PEDEP,Penstemon deustus Douglas ex Lindl. var. pedicellatus M.E. Jones,scabland penstemon
PEDO3,Penstemon dolius M.E. Jones ex Pennell,Jones' beardtongue
PEDOD2,Penstemon dolius M.E. Jones ex Pennell var. dolius ,Jones' beardtongue
PEDOD,Penstemon dolius M.E. Jones ex Pennell var. duchesnensis N.H. Holmgren,Duchesne penstemon
PEFL8,Penstemon flowersii Neese & S.L. Welsh,Flowers' beardtongue
PEFR9,Penstemon franklinii S.L. Welsh,Franklin's penstemon
PEGO2,Penstemon goodrichii N.H. Holmgren,Lapoint beardtongue
PEHUB,Penstemon humilis Nutt. ex A. Gray ssp. brevifolius (A. Gray) D.D. Keck,low beardtongue
PEHUO,Penstemon humilis Nutt. ex A. Gray ssp. obtusifolius (Pennell) D.D. Keck,low beardtongue
PEID,Penstemon idahoensis N.D. Atwood & S.L. Welsh,Idaho beardtongue
PEIM2,Penstemon immanifestus N.H. Holmgren,Steptoe Valley beardtongue
PELA15,Penstemon laevis Pennell,southwestern beardtongue
PELE7,Penstemon leiophyllus Pennell,smoothleaf beardtongue
PELEL,Penstemon leiophyllus Pennell var. leiophyllus ,smoothleaf beardtongue
PELEA3,Penstemon lentus Pennell var. albiflorus (D.D. Keck) Reveal,handsome beardtongue
PELE9,Penstemon leonardii Rydb.,Leonard's beardtongue
PELEH,Penstemon leonardii Rydb. var. higginsii Neese,Higgins' beardtongue
PELEL3,Penstemon leonardii Rydb. var. leonardii ,Leonard's beardtongue
PELEP,Penstemon leonardii Rydb. var. patricus (N.H. Holmgren) Neese,Leonard's beardtongue
PELE14,Penstemon leptanthus Pennell,Sevier Plateau beardtongue
PELIS,Penstemon linarioides A. Gray ssp. sileri (A. Gray) D.D. Keck,Siler's penstemon
PELO5,Penstemon longiflorus (Pennell) S.L. Clark,longflower penstemon
PEMA13,Penstemon marcusii (D.D. Keck) N.H. Holmgren,Marcus' beardtongue
PENA3,Penstemon nanus D.D. Keck,dwarf beardtongue
PENA4,Penstemon navajoa N.H. Holmgren,Navajo Mountain beardtongue
PEPAC2,Penstemon pachyphyllus A. Gray ex Rydb. var. congestus (M.E. Jones) N.H. Holmgren,thickleaf beardtongue
PEPAP8,Penstemon pachyphyllus A. Gray ex Rydb. var. pachyphyllus ,thickleaf beardtongue
PEPAE2,Penstemon palmeri A. Gray var. eglandulosus (D.D. Keck) N.H. Holmgren,scented beardtongue
PEPA26,Penstemon parvus Pennell,Aquarius Plateau beardtongue
PEPE13,Penstemon petiolatus Brandegee,petiolate beardtongue
PEPI4,Penstemon pinorum L.M. Shultz & J.S. Shultz,Pine Valley penstemon
PEPL4,Penstemon platyphyllus Rydb.,broadleaf beardtongue
PEPRA2,Penstemon procerus Douglas ex Graham var. aberrans (M.E. Jones) A. Nelson,pincushion beardtongue
PEPS3,Penstemon pseudoputus (Crosswh.) N.H. Holmgren,Kaibab Plateau beardtongue
PEPS,Penstemon pseudospectabilis M.E. Jones,desert penstemon
PEPSP,Penstemon pseudospectabilis M.E. Jones ssp. pseudospectabilis ,desert beardtongue
PESCS,Penstemon scariosus Pennell var. scariosus ,White River beardtongue
PESE13,Penstemon sepalulus A. Nelson,littlecup beardtongue
PESP,Penstemon speciosus Douglas ex Lindl.,royal penstemon
PETH2,Penstemon thompsoniae (A. Gray) Rydb.,Thompson's beardtongue
PETHT2,Penstemon thompsoniae (A. Gray) Rydb. ssp. thompsoniae ,Thompson's beardtongue
PETI2,Penstemon tidestromii Pennell,Tidestrom's beardtongue
PETU2,Penstemon tusharensis N.H. Holmgren,Tushar Range beardtongue
PEUI,Penstemon uintahensis Pennell,Uinta Mountain beardtongue
PEVE2,Penstemon venustus Douglas ex Lindl.,Venus penstemon
PEWA8,Penstemon wardii A. Gray,Ward's beardtongue
PETR7,"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E. Wollenw.",goldback fern
PETRM,"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E. Wollenw. ssp. maxonii (Weath.) Yatsk., Windham & E. Wollenw.",Maxon's goldback fern
PEEM,Perityle emoryi Torr.,Emory's rockdaisy
PESP5,Perityle specuicola S.L. Welsh & Neese,alcove rockdaisy
PEST14,Perityle stansburyi (A. Gray) J.F. Macbr.,Stansbury's rockdaisy
PETE11,Perityle tenella (M.E. Jones) J.F. Macbr.,Springdale rockdaisy
PENI,Petalonyx nitidus S. Watson,shinyleaf sandpaper plant
PEPA13,Petalonyx parryi A. Gray,Parry's sandpaper plant
PETH5,Peteria thompsoniae S. Watson,Thompson's peteria
PEPUG,Petradoria pumila (Nutt.) Greene ssp. graminea (Wooton & Standl.) L.C. Anderson,grass-leaved rock goldenrod
PECAE,Petrophytum caespitosum (Nutt.) Rydb. var. elatius (S. Watson) Tidestr.,mat rockspirea
PESC4,Peucephyllum schottii A. Gray,Schott's pygmycedar
PHAD,Phacelia adenophora J.T. Howell,glandular yellow phacelia
PHAF,Phacelia affinis A. Gray,limestone phacelia
PHAN,Phacelia anelsonii J.F. Macbr.,Aven Nelson's phacelia
PHAR2,Phacelia argillacea N.D. Atwood,Attwood's phacelia
PHAU,Phacelia austromontana J.T. Howell,Southern Sierra phacelia
PHCE,Phacelia cephalotes A. Gray,virgin phacelia
PHCRA2,Phacelia crenulata Torr. ex S. Watson var. ambigua (M.E. Jones) J.F. Macbr.,purplestem phacelia
